,Loan_id,Account_no,Sanctioned_amount,Requested_amount,Disbursed_amount,Collateral,Collateral_type,Purpose_of_loan,Branch_id
3577,500059687680,1085272187015160,1170000,1500000,304200,5850000,Fixed Deposit,Business,BSABUF25
3578,500053846984,1088946013894100,2212000,2800000,1349320,8848000,Equipment and machinery,Home,BSABUF24
3579,500052485724,1024874141929720,146000,200000,0,438000,Residential Mortgages,Agriculture,BSABUF10
3580,500058470397,1087170045688860,2325000,3100000,1418250,11625000,Residential Mortgages,Business,BSABUF23
3581,500051566580,1066982585143760,1104000,1200000,750720,3312000,Equipment and machinery,Agriculture,BSABUF09
3582,500054572384,1090824203862370,855000,900000,718200,2565000,Residential Mortgages,Business,BSABUF20
3583,500052430207,1025362692842690,3870000,4300000,3831300,15480000,Residential Mortgages,Home,BSABUF24
3584,500058475352,1017083457374610,765000,900000,673200,2295000,Fixed Deposit,Business,BSABUF11
3585,500057714479,1093450743462170,3038000,3100000,2308880,15190000,Equipment and machinery,Agriculture,BSABUF10
3586,500056620765,1077701252394550,395000,500000,252800,1975000,Equipment and machinery,Education,BSABUF24
3587,500053491550,1076686771729560,3510000,4500000,1158300,14040000,Fixed Deposit,Agriculture,BSABUF10
3588,500053218915,1024899076649680,1992000,2400000,996000,9960000,Vehicles,Home,BSABUF04
3589,500055216721,1035663542342330,3444000,4100000,3409560,17220000,Fixed Deposit,Education,BSABUF11
3590,500052556605,1034468019503310,1350000,1500000,837000,4050000,Equipment and machinery,Home,BSABUF02
3591,500056140779,1036611035894440,365000,500000,10950,1095000,Vehicles,Home,BSABUF07
3592,500051495603,1048259257659770,2150000,2500000,1354500,10750000,Fixed Deposit,Agriculture,BSABUF11
3593,500058566170,1073329366997500,1462000,1700000,745620,5848000,Fixed Deposit,Business,BSABUF13
3594,500059892416,1056755777076210,960000,1000000,700800,4800000,Vehicles,Business,BSABUF15
3595,500053540660,1039933349797330,2726000,2900000,463420,10904000,Vehicles,Home,BSABUF03
3596,500059113307,1056624918187620,1494000,1800000,672300,4482000,Equipment and machinery,Education,BSABUF02
3597,500059797490,1084162615725140,160000,200000,43200,800000,Vehicles,Agriculture,BSABUF09
3598,500054304455,1088052878684100,3870000,4300000,1431900,15480000,Vehicles,Education,BSABUF22
3599,500055832902,1076374931340360,902000,1100000,351780,4510000,Fixed Deposit,Agriculture,BSABUF15
3600,500053147604,1050767505003600,2847000,3900000,1024920,8541000,Vehicles,Home,BSABUF13
3601,500052317531,1086398077104520,3969000,4900000,3056130,19845000,Fixed Deposit,Agriculture,BSABUF15
3602,500054904792,1021668026652970,2160000,2400000,820800,10800000,Residential Mortgages,Education,BSABUF23
3603,500059699790,1054696997602320,4002000,4600000,2601300,20010000,Equipment and machinery,Education,BSABUF24
3604,500051933227,1013039739239920,2370000,3000000,1303500,9480000,Vehicles,Home,BSABUF03
3605,500057362143,1041317463857490,372000,400000,178560,1860000,Vehicles,Education,BSABUF24
3606,500052557978,1092086180297790,184000,200000,150880,920000,Equipment and machinery,Agriculture,BSABUF11
3607,500055334064,1073096394284990,2511000,2700000,1707480,12555000,Residential Mortgages,Home,BSABUF05
3608,500052062660,1068105277662730,4277000,4700000,2181270,17108000,Residential Mortgages,Education,BSABUF21
3609,500052553956,1045113864039470,651000,700000,188790,2604000,Vehicles,Home,BSABUF01
3610,500051934214,1038293231504950,3916000,4400000,2897840,15664000,Residential Mortgages,Home,BSABUF07
3611,500059834810,1059754290132800,3504000,4800000,1646880,14016000,Residential Mortgages,Home,BSABUF01
3612,500057713865,1032323348539040,3792000,4800000,3261120,15168000,Fixed Deposit,Home,BSABUF07
3613,500054107410,1017275842469390,1066000,1300000,852800,4264000,Residential Mortgages,Agriculture,BSABUF06
3614,500059279140,1050444592744340,194000,200000,143560,776000,Residential Mortgages,Education,BSABUF22
3615,500054793944,1050012100206920,234000,300000,152100,702000,Fixed Deposit,Home,BSABUF20
3616,500056237981,1096722969609540,800000,800000,104000,2400000,Equipment and machinery,Education,BSABUF20
3617,500058132654,1093572635942020,1290000,1500000,580500,5160000,Residential Mortgages,Education,BSABUF01
3618,500058049341,1073090138677170,2640000,3000000,1029600,13200000,Vehicles,Education,BSABUF15
3619,500051301122,1026767089041210,3256000,3700000,2148960,13024000,Vehicles,Business,BSABUF14
3620,500051492020,1023558713044790,3800000,3800000,2622000,15200000,Vehicles,Home,BSABUF08
3621,500057547638,1033164209329320,1748000,1900000,874000,8740000,Vehicles,Education,BSABUF25
3622,500054554923,1040648721471990,2044000,2800000,1144640,10220000,Residential Mortgages,Business,BSABUF15
3623,500051582693,1059678339188540,390000,500000,117000,1170000,Vehicles,Business,BSABUF22
3624,500051659653,1096555732574440,1628000,2200000,1237280,6512000,Vehicles,Home,BSABUF19
3625,500057277604,1023871725959810,2624000,3200000,734720,13120000,Fixed Deposit,Home,BSABUF14
3626,500059430979,1028445069857370,684000,900000,574560,2052000,Equipment and machinery,Business,BSABUF01
3627,500058860722,1016269758678870,2200000,2500000,1232000,8800000,Equipment and machinery,Agriculture,BSABUF13
3628,500059322479,1051375857641750,3441000,3700000,481740,13764000,Fixed Deposit,Education,BSABUF03
3629,500054676333,1067583185718100,380000,500000,182400,1900000,Vehicles,Agriculture,BSABUF02
3630,500052802741,1095995457346550,1410000,1500000,253800,4230000,Fixed Deposit,Business,BSABUF15
3631,500052315513,1065739999034210,3182000,4300000,795500,15910000,Fixed Deposit,Education,BSABUF10
3632,500054704027,1013547436664280,1022000,1400000,725620,4088000,Vehicles,Education,BSABUF01
3633,500059992564,1095309460874370,760000,1000000,737200,3040000,Vehicles,Agriculture,BSABUF02
3634,500053854711,1098648193453130,3344000,3800000,1036640,16720000,Equipment and machinery,Business,BSABUF24
3635,500051509748,1060696662040930,1716000,2200000,892320,6864000,Vehicles,Agriculture,BSABUF19
3636,500059776673,1057173058979680,1360000,1700000,380800,5440000,Fixed Deposit,Education,BSABUF25
3637,500052017371,1058586822964580,4100000,4100000,656000,16400000,Equipment and machinery,Education,BSABUF17
3638,500058099449,1023521043185750,2208000,2400000,1633920,11040000,Equipment and machinery,Business,BSABUF22
3639,500052108400,1073673866699770,518000,700000,103600,1554000,Equipment and machinery,Education,BSABUF08
3640,500054775479,1045401739268760,1504000,1600000,15040,7520000,Residential Mortgages,Home,BSABUF03
3641,500054544764,1027153548723270,1680000,2000000,67200,6720000,Vehicles,Business,BSABUF09
3642,500055633671,1092351179726560,4200000,4200000,924000,16800000,Fixed Deposit,Business,BSABUF25
3643,500054527317,1011413064152580,3956000,4600000,3876880,11868000,Vehicles,Business,BSABUF12
3644,500052813553,1012632321621940,780000,1000000,748800,3120000,Vehicles,Home,BSABUF12
3645,500056189018,1076197979761670,1406000,1900000,604580,5624000,Residential Mortgages,Home,BSABUF24
3646,500054175987,1070161674532080,3822000,4200000,1987440,19110000,Fixed Deposit,Education,BSABUF04
3647,500053262514,1093852937531080,3525000,4700000,528750,17625000,Vehicles,Business,BSABUF12
3648,500053946077,1017788332390550,219000,300000,81030,1095000,Residential Mortgages,Education,BSABUF03
3649,500051974368,1019062026292010,3542000,4600000,3471160,17710000,Equipment and machinery,Education,BSABUF23
3650,500053539012,1045113864039470,608000,800000,72960,1824000,Residential Mortgages,Business,BSABUF03
3651,500053248551,1076191113189370,2336000,3200000,864320,11680000,Vehicles,Business,BSABUF25
3652,500055528041,1038939430238100,1144000,1300000,1029600,3432000,Vehicles,Education,BSABUF12
3653,500057952655,1031413872565630,584000,800000,280320,2920000,Equipment and machinery,Education,BSABUF12
3654,500051804496,1033804495316300,152000,200000,19760,760000,Equipment and machinery,Agriculture,BSABUF03
3655,500052235969,1034419498374190,1056000,1100000,454080,4224000,Fixed Deposit,Business,BSABUF19
3656,500058281221,1036376036753150,1470000,1500000,1028999,4410000,Vehicles,Home,BSABUF19
3657,500056255877,1020694059766190,2028000,2600000,1865760,10140000,Vehicles,Home,BSABUF09
3658,500056730021,1029266218629250,1700000,2000000,799000,5100000,Equipment and machinery,Business,BSABUF01
3659,500059224271,1051528469728940,360000,400000,21600,1080000,Residential Mortgages,Education,BSABUF12
3660,500051863399,1063861708931270,2125000,2500000,956250,6375000,Vehicles,Home,BSABUF19
3661,500051897310,1080664725099250,1365000,1500000,286650,5460000,Residential Mortgages,Agriculture,BSABUF25
3662,500053183502,1026857823525320,847000,1100000,525140,4235000,Equipment and machinery,Home,BSABUF10
3663,500057191513,1057117483539710,696000,800000,55680,2784000,Fixed Deposit,Education,BSABUF01
3664,500051158167,1090467167982900,2914000,3100000,1486140,8742000,Residential Mortgages,Business,BSABUF14
3665,500059239086,1083228370624680,3813000,4100000,3202920,15252000,Equipment and machinery,Home,BSABUF01
3666,500052282050,1072360804536510,1530000,1700000,91800,4590000,Vehicles,Education,BSABUF11
3667,500054507308,1035211389740700,1200000,1500000,732000,4800000,Vehicles,Agriculture,BSABUF09
3668,500055020111,1022422833249220,1350000,1800000,0,5400000,Fixed Deposit,Business,BSABUF25
3669,500052420029,1066238667165500,1152000,1200000,1025280,5760000,Vehicles,Home,BSABUF06
3670,500052050728,1074591745677420,1300000,1300000,1014000,3900000,Equipment and machinery,Education,BSABUF04
3671,500053974924,1093576759141950,1050000,1400000,73500,5250000,Residential Mortgages,Home,BSABUF23
3672,500051410648,1058766863227900,3080000,3500000,30800,9240000,Equipment and machinery,Business,BSABUF18
3673,500055448635,1087377835705850,592000,800000,213120,1776000,Vehicles,Agriculture,BSABUF19
3674,500054169335,1039829975126870,282000,300000,141000,1128000,Fixed Deposit,Agriculture,BSABUF23
3675,500056171301,1029548698685310,975000,1300000,58500,3900000,Vehicles,Home,BSABUF08
3676,500059129764,1072773987507490,3362000,4100000,3193900,10086000,Residential Mortgages,Agriculture,BSABUF01
3677,500055120596,1075346655091210,1008000,1200000,171360,4032000,Equipment and machinery,Education,BSABUF02
3678,500055926535,1044025325204360,1764000,1800000,1093680,7056000,Residential Mortgages,Business,BSABUF10
3679,500059129105,1092796325231580,1875000,2500000,675000,9375000,Fixed Deposit,Agriculture,BSABUF02
3680,500059212369,1082819333998600,2739000,3300000,575190,8217000,Fixed Deposit,Business,BSABUF23
3681,500053794071,1023395166761430,3648000,3800000,2298240,10944000,Fixed Deposit,Agriculture,BSABUF21
3682,500058703332,1088379975988860,3510000,3900000,1860300,17550000,Vehicles,Home,BSABUF05
3683,500056611355,1080354064716720,3078000,3800000,2462400,9234000,Vehicles,Education,BSABUF23
3684,500057785100,1053505839217110,1001000,1100000,60060,4004000,Vehicles,Business,BSABUF02
3685,500059823382,1088955699272600,1656000,1800000,33120,4968000,Equipment and machinery,Agriculture,BSABUF17
3686,500054269307,1070456591848220,4085000,4300000,408500,16340000,Fixed Deposit,Education,BSABUF19
3687,500051544871,1034123751911420,2294000,3100000,2087540,9176000,Residential Mortgages,Home,BSABUF14
3688,500052280485,1038594464150210,3589000,3700000,3194210,10767000,Equipment and machinery,Education,BSABUF03
3689,500052714200,1072626919572070,2516000,3400000,830280,10064000,Vehicles,Home,BSABUF18
3690,500053706422,1093812023385090,2664000,3700000,2024640,7992000,Vehicles,Business,BSABUF05
3691,500052814559,1073105478369070,1164000,1200000,616920,3492000,Vehicles,Education,BSABUF05
3692,500057570235,1032492768254970,1168000,1600000,782560,4672000,Residential Mortgages,Home,BSABUF07
3693,500053073958,1069299099067260,84000,100000,51240,252000,Fixed Deposit,Education,BSABUF04
3694,500059066860,1089406692723820,3285000,4500000,328500,16425000,Equipment and machinery,Education,BSABUF14
3695,500052995397,1089471861919050,4042000,4300000,1131760,16168000,Vehicles,Education,BSABUF07
3696,500058543348,1017746883380260,609000,700000,414120,1827000,Equipment and machinery,Home,BSABUF15
3697,500052102634,1088222785375750,1053000,1300000,1000350,3159000,Residential Mortgages,Agriculture,BSABUF13
3698,500059908158,1097907598287330,3040000,3200000,1489600,12160000,Fixed Deposit,Education,BSABUF11
3699,500059010173,1072649640632960,2106000,2700000,1305720,8424000,Equipment and machinery,Home,BSABUF18
3700,500051219562,1028088786024660,2573000,3100000,1235040,7719000,Fixed Deposit,Business,BSABUF04
3701,500053575149,1031661959519880,2425000,2500000,1649000,12125000,Vehicles,Education,BSABUF18
3702,500055069227,1054538653667930,1530000,1700000,168300,4590000,Residential Mortgages,Home,BSABUF09
3703,500059917737,1085004699877390,3441000,3700000,2339880,13764000,Equipment and machinery,Agriculture,BSABUF03
3704,500054712020,1042215227907470,3567000,4100000,3459990,10701000,Fixed Deposit,Business,BSABUF08
3705,500053704014,1051906600537180,2848000,3200000,1053760,14240000,Vehicles,Education,BSABUF14
3706,500058376519,1076207150504250,1971000,2700000,827820,9855000,Fixed Deposit,Agriculture,BSABUF02
3707,500058722784,1082386776664160,3034000,3700000,333740,12136000,Fixed Deposit,Agriculture,BSABUF10
3708,500056222966,1027079338252560,1900000,2500000,1634000,9500000,Vehicles,Agriculture,BSABUF17
3709,500059170904,1074802564500710,3822000,4200000,535080,15288000,Vehicles,Home,BSABUF06
3710,500053331872,1094397293596780,4704000,4900000,2963520,23520000,Vehicles,Home,BSABUF08
3711,500052199349,1022748260870780,1746000,1800000,1012679,6984000,Residential Mortgages,Agriculture,BSABUF20
3712,500054544163,1090366755805200,3168000,3200000,1869120,9504000,Equipment and machinery,Home,BSABUF03
3713,500053497254,1016780036874930,162000,200000,46980,648000,Equipment and machinery,Business,BSABUF22
3714,500052326190,1067471551098790,3026000,3400000,2753660,12104000,Fixed Deposit,Home,BSABUF05
3715,500055005994,1014900375056230,3780000,4500000,3704400,18900000,Vehicles,Business,BSABUF03
3716,500054061205,1062992688992970,3827000,4300000,2946790,15308000,Residential Mortgages,Home,BSABUF13
3717,500051928809,1030830800870860,2296000,2800000,1515360,11480000,Fixed Deposit,Business,BSABUF10
3718,500052379868,1076092090900240,470000,500000,460600,2350000,Fixed Deposit,Business,BSABUF21
3719,500058123323,1036367050809500,1782000,2200000,1461240,7128000,Fixed Deposit,Home,BSABUF19
3720,500058715552,1040844029220540,637000,700000,484120,1911000,Fixed Deposit,Agriculture,BSABUF13
3721,500052933138,1032850476317160,4005000,4500000,3284100,12015000,Fixed Deposit,Agriculture,BSABUF14
3722,500059703726,1081375580318550,2523000,2900000,1993170,10092000,Vehicles,Education,BSABUF21
3723,500058696758,1027933693334210,1224000,1700000,208080,3672000,Residential Mortgages,Home,BSABUF02
3724,500053186731,1077268157886570,1533000,2100000,107310,7665000,Residential Mortgages,Agriculture,BSABUF18
3725,500052084989,1049255134750230,957000,1100000,746460,2871000,Equipment and machinery,Home,BSABUF08
3726,500059022429,1037878718063900,1875000,2500000,618750,7500000,Fixed Deposit,Business,BSABUF21
3727,500055913451,1080966186210950,1659000,2100000,746550,4977000,Residential Mortgages,Agriculture,BSABUF24
3728,500051242803,1054033224092760,1584000,1800000,1140480,4752000,Residential Mortgages,Business,BSABUF23
3729,500057420375,1052000359515680,3762000,3800000,2558160,18810000,Equipment and machinery,Education,BSABUF18
3730,500054008535,1064043373810480,2250000,2500000,1755000,6750000,Equipment and machinery,Home,BSABUF14
3731,500055207088,1062963769260220,2106000,2600000,905580,6318000,Fixed Deposit,Education,BSABUF11
3732,500056687212,1045982301547320,182000,200000,147420,728000,Vehicles,Home,BSABUF19
3733,500051280827,1014830325554450,3038000,3100000,2278500,9114000,Vehicles,Business,BSABUF11
3734,500056869297,1024944746379790,96000,100000,78720,384000,Residential Mortgages,Education,BSABUF12
3735,500058212688,1021850779827470,1343000,1700000,349180,6715000,Residential Mortgages,Agriculture,BSABUF10
3736,500057905649,1044075637023240,1110000,1500000,510600,5550000,Vehicles,Home,BSABUF01
3737,500051224886,1084494061903600,4459000,4900000,2853760,13377000,Residential Mortgages,Business,BSABUF03
3738,500054459336,1043226457018070,2236000,2600000,1408680,6708000,Vehicles,Business,BSABUF23
3739,500057969232,1089359897694400,4418000,4700000,3225140,22090000,Equipment and machinery,Agriculture,BSABUF20
3740,500057409881,1097585645217800,2848000,3200000,1139200,14240000,Equipment and machinery,Agriculture,BSABUF13
3741,500056678598,1075334378221100,3444000,4200000,2307480,10332000,Fixed Deposit,Agriculture,BSABUF12
3742,500052075578,1055406734097710,3577000,4900000,3183530,17885000,Vehicles,Education,BSABUF01
3743,500057584798,1076753121954760,1344000,1600000,1128960,5376000,Vehicles,Education,BSABUF17
3744,500057033765,1064482454504950,1843000,1900000,866210,5529000,Fixed Deposit,Education,BSABUF08
3745,500055897247,1027071447633700,3036000,3300000,941160,9108000,Fixed Deposit,Home,BSABUF19
3746,500051239375,1019956653877310,2581000,2900000,232290,10324000,Equipment and machinery,Business,BSABUF12
3747,500059998395,1089862474007210,4324000,4600000,2897080,17296000,Fixed Deposit,Business,BSABUF02
3748,500052324157,1069571395534760,2236000,2600000,134160,11180000,Residential Mortgages,Business,BSABUF21
3749,500057242134,1016694642519870,972000,1200000,806760,4860000,Fixed Deposit,Home,BSABUF18
3750,500058463067,1077518277377070,4165000,4900000,791350,16660000,Equipment and machinery,Business,BSABUF18
3751,500055972150,1079399720836390,3034000,3700000,2214820,12136000,Fixed Deposit,Education,BSABUF13
3752,500051977435,1052121048417300,3008000,3200000,2647040,9024000,Residential Mortgages,Home,BSABUF05
3753,500059533428,1054167458041680,2464000,3200000,616000,9856000,Equipment and machinery,Business,BSABUF06
3754,500057063215,1057849124491690,3116000,4100000,1246400,9348000,Equipment and machinery,Agriculture,BSABUF07
3755,500055570306,1027166177013920,2640000,3300000,1161600,13200000,Residential Mortgages,Business,BSABUF23
3756,500057452910,1045115230702680,1848000,2400000,1127280,9240000,Residential Mortgages,Education,BSABUF07
3757,500054929331,1040615432436160,375000,500000,138750,1125000,Vehicles,Business,BSABUF07
3758,500054244309,1070780243182780,3705000,3900000,1556100,11115000,Vehicles,Agriculture,BSABUF09
3759,500054709380,1028562226113180,2349000,2900000,1691280,7047000,Equipment and machinery,Agriculture,BSABUF10
3760,500053699968,1098926335017800,288000,400000,20160,864000,Vehicles,Education,BSABUF20
3761,500058570009,1061704381572500,2408000,2800000,1252160,9632000,Equipment and machinery,Home,BSABUF17
3762,500055882956,1068659844237260,2697000,3100000,107880,10788000,Vehicles,Home,BSABUF12
3763,500051414296,1022070849561210,485000,500000,470450,2425000,Equipment and machinery,Home,BSABUF22
3764,500059827110,1017408265123680,1659000,2100000,1277430,8295000,Equipment and machinery,Agriculture,BSABUF12
3765,500056885156,1095762136102280,3240000,4000000,2397600,12960000,Residential Mortgages,Business,BSABUF10
3766,500051524113,1062777669525960,4462000,4600000,3435740,17848000,Vehicles,Education,BSABUF15
3767,500054869191,1096292942750480,3420000,3600000,2667600,10260000,Equipment and machinery,Agriculture,BSABUF09
3768,500055210619,1099967294898940,3042000,3900000,1247220,12168000,Residential Mortgages,Education,BSABUF15
3769,500052568030,1064161214232380,3861000,3900000,2509650,11583000,Equipment and machinery,Agriculture,BSABUF16
3770,500054230367,1058499743837230,3298000,3400000,3199060,13192000,Residential Mortgages,Education,BSABUF14
3771,500056439296,1085081762905940,162000,200000,108540,486000,Residential Mortgages,Home,BSABUF23
3772,500056014834,1071136781528180,2156000,2800000,948640,10780000,Equipment and machinery,Business,BSABUF17
3773,500053462640,1059163540168670,3840000,4800000,1728000,19200000,Equipment and machinery,Education,BSABUF05
3774,500059112791,1045416445449970,2482000,3400000,148920,9928000,Vehicles,Business,BSABUF01
3775,500053546457,1071324036312170,1368000,1800000,629280,5472000,Vehicles,Business,BSABUF07
3776,500057575990,1039205751522800,1872000,2600000,842400,5616000,Equipment and machinery,Agriculture,BSABUF02
3777,500057259191,1043996682959630,1387000,1900000,735110,6935000,Residential Mortgages,Education,BSABUF21
3778,500053990813,1054550216631280,1170000,1500000,432900,4680000,Vehicles,Education,BSABUF03
3779,500058391773,1063373187293270,3420000,3800000,171000,17100000,Vehicles,Agriculture,BSABUF16
3780,500054746156,1090268409579530,3741000,4300000,1384170,11223000,Fixed Deposit,Home,BSABUF08
3781,500053952074,1061114771631000,4176000,4800000,1294560,16704000,Vehicles,Business,BSABUF12
3782,500053489377,1034744118465680,3168000,3300000,2534400,9504000,Vehicles,Agriculture,BSABUF22
3783,500055739659,1039660542251950,1092000,1300000,742560,4368000,Fixed Deposit,Agriculture,BSABUF07
3784,500057860745,1058187466293780,2670000,3000000,160200,10680000,Residential Mortgages,Agriculture,BSABUF17
3785,500058111322,1043222437660980,1539000,1900000,908010,6156000,Equipment and machinery,Home,BSABUF07
3786,500058765672,1030935969123010,2436000,2800000,852600,12180000,Equipment and machinery,Business,BSABUF09
3787,500051905059,1061293347194530,1746000,1800000,1379340,5238000,Residential Mortgages,Education,BSABUF10
3788,500053306470,1021670209029320,3192000,4200000,2521680,15960000,Fixed Deposit,Home,BSABUF17
3789,500052282379,1069212310301720,2607000,3300000,443190,7821000,Residential Mortgages,Home,BSABUF25
3790,500055141357,1086174212113380,2024000,2300000,1315600,10120000,Residential Mortgages,Business,BSABUF12
3791,500054058543,1084069443526140,3440000,4300000,2545600,10320000,Residential Mortgages,Home,BSABUF14
3792,500054230941,1032697780795730,2160000,3000000,280800,6480000,Equipment and machinery,Agriculture,BSABUF16
3793,500058020860,1055340996748190,2256000,2400000,699360,9024000,Residential Mortgages,Education,BSABUF15
3794,500052745418,1038932819895210,3003000,3900000,270270,12012000,Equipment and machinery,Business,BSABUF03
3795,500057651809,1038295860731590,3652000,4400000,949520,18260000,Fixed Deposit,Business,BSABUF13
3796,500053609365,1021200478259470,2370000,3000000,1872300,9480000,Vehicles,Education,BSABUF16
3797,500056046773,1018139755066970,1520000,1600000,638400,6080000,Residential Mortgages,Home,BSABUF16
3798,500057247875,1016758541378380,1440000,1800000,0,5760000,Residential Mortgages,Business,BSABUF03
3799,500051833995,1043187431119740,1241000,1700000,967980,4964000,Fixed Deposit,Home,BSABUF04
3800,500058242109,1019498594500150,2178000,2200000,1067220,10890000,Fixed Deposit,Agriculture,BSABUF01
3801,500054314996,1026218319524520,3168000,3200000,2439360,9504000,Equipment and machinery,Business,BSABUF11
3802,500056987888,1093140603394800,3480000,4000000,1218000,17400000,Equipment and machinery,Home,BSABUF13
3803,500058358327,1043287639181990,1558000,1900000,155800,6232000,Equipment and machinery,Education,BSABUF03
3804,500052127163,1071192346148190,630000,700000,252000,2520000,Residential Mortgages,Agriculture,BSABUF23
3805,500057438978,1056705681683110,1992000,2400000,876480,7968000,Equipment and machinery,Home,BSABUF11
3806,500058340133,1032121396552090,4400000,4400000,3696000,13200000,Fixed Deposit,Agriculture,BSABUF09
3807,500059245455,1084269816635310,2592000,3600000,1166400,7776000,Residential Mortgages,Business,BSABUF21
3808,500053607893,1015998468012130,1032000,1200000,908160,3096000,Fixed Deposit,Agriculture,BSABUF02
3809,500057060956,1050194626761960,1552000,1600000,869120,7760000,Equipment and machinery,Education,BSABUF09
3810,500052380659,1061331679703340,390000,500000,42900,1950000,Residential Mortgages,Education,BSABUF21
3811,500057643917,1073867561865850,3320000,4000000,2257600,13280000,Equipment and machinery,Business,BSABUF09
3812,500052728437,1048510230779040,3367000,3700000,3232320,16835000,Fixed Deposit,Business,BSABUF09
3813,500055034421,1022276710703010,1566000,1800000,610740,6264000,Fixed Deposit,Business,BSABUF12
3814,500055109554,1066696199124580,388000,400000,380240,1940000,Equipment and machinery,Business,BSABUF15
3815,500055792608,1076753121954760,2790000,3000000,306900,11160000,Fixed Deposit,Education,BSABUF18
3816,500058969903,1058149470770280,388000,400000,306520,1164000,Equipment and machinery,Education,BSABUF11
3817,500058193466,1041530929003680,1110000,1500000,832500,5550000,Vehicles,Home,BSABUF24
3818,500058384096,1018474395795320,3910000,4600000,1407600,15640000,Fixed Deposit,Home,BSABUF25
3819,500054574106,1021591537795640,2475000,3300000,1089000,12375000,Residential Mortgages,Agriculture,BSABUF05
3820,500052262656,1037207250786220,456000,600000,145920,2280000,Residential Mortgages,Home,BSABUF24
3821,500054074354,1023536099852390,1536000,1600000,245760,6144000,Vehicles,Home,BSABUF22
3822,500054745863,1016345462617170,3649000,4100000,2736750,10947000,Residential Mortgages,Home,BSABUF11
3823,500051935176,1031635809796830,174000,200000,27840,522000,Residential Mortgages,Business,BSABUF25
3824,500059458967,1068780751481370,1760000,2200000,387200,8800000,Vehicles,Home,BSABUF12
3825,500057686838,1054707622002820,2128000,2800000,1936480,8512000,Vehicles,Home,BSABUF10
3826,500055116418,1073206240079230,300000,400000,285000,900000,Equipment and machinery,Home,BSABUF15
3827,500051850175,1072201311549720,4278000,4600000,3550740,12834000,Equipment and machinery,Home,BSABUF03
3828,500059516196,1013207293246720,2200000,2500000,1716000,6600000,Residential Mortgages,Business,BSABUF05
3829,500052789721,1023983926739420,1824000,1900000,1185600,7296000,Vehicles,Education,BSABUF17
3830,500053999040,1027315373835020,1656000,2300000,496800,8280000,Vehicles,Business,BSABUF02
3831,500053246107,1093572635942020,144000,200000,15840,432000,Residential Mortgages,Agriculture,BSABUF20
3832,500055138124,1022026434253210,630000,700000,144900,1890000,Residential Mortgages,Home,BSABUF16
3833,500057626394,1018881775646770,870000,1000000,843900,2610000,Equipment and machinery,Agriculture,BSABUF02
3834,500059954625,1032438915619880,3108000,4200000,1926960,15540000,Equipment and machinery,Education,BSABUF21
3835,500055871068,1021402414332280,3496000,3800000,489440,13984000,Vehicles,Agriculture,BSABUF15
3836,500055905672,1027153548723270,3504000,4800000,2382720,17520000,Vehicles,Home,BSABUF06
3837,500058995741,1049011013933760,3026000,3400000,1452480,9078000,Residential Mortgages,Education,BSABUF15
3838,500059559043,1054248217444550,2772000,2800000,2356200,11088000,Vehicles,Business,BSABUF17
3839,500059500621,1080658705777650,392000,400000,180320,1176000,Equipment and machinery,Business,BSABUF08
3840,500057456143,1030392829762510,560000,700000,168000,2240000,Residential Mortgages,Education,BSABUF22
3841,500054033937,1028079268087680,2320000,2900000,2018400,6960000,Vehicles,Business,BSABUF25
3842,500055568163,1023698898175360,700000,700000,532000,2100000,Fixed Deposit,Business,BSABUF18
3843,500053804764,1050166571612830,2686000,3400000,832660,13430000,Vehicles,Home,BSABUF07
3844,500058418912,1047983514108790,3999000,4300000,3119220,15996000,Fixed Deposit,Agriculture,BSABUF21
3845,500054201577,1025899122653470,3827000,4300000,3138140,11481000,Equipment and machinery,Agriculture,BSABUF06
3846,500057670147,1014665714656430,3432000,3900000,2745600,17160000,Equipment and machinery,Business,BSABUF11
3847,500057665369,1049785430827500,1110000,1500000,1076700,3330000,Equipment and machinery,Agriculture,BSABUF21
3848,500054693688,1049303879649800,2520000,2800000,126000,10080000,Residential Mortgages,Business,BSABUF24
3849,500059808453,1086915488519890,2784000,3200000,946560,8352000,Equipment and machinery,Education,BSABUF16
3850,500057384006,1059881809009210,2093000,2300000,2009280,10465000,Fixed Deposit,Education,BSABUF12
3851,500052270281,1012579957436210,3920000,4900000,470400,11760000,Vehicles,Business,BSABUF12
3852,500056754206,1057249705093630,4312000,4400000,1121120,12936000,Residential Mortgages,Home,BSABUF12
3853,500051821640,1040236928797830,1410000,1500000,1367700,5640000,Fixed Deposit,Business,BSABUF19
3854,500057940621,1053631781273290,3520000,4400000,1196800,14080000,Residential Mortgages,Education,BSABUF15
3855,500051827125,1012717436591230,240000,300000,81600,720000,Vehicles,Home,BSABUF10
3856,500056797041,1013741563668750,2125000,2500000,1445000,8500000,Equipment and machinery,Home,BSABUF10
3857,500056902477,1019511713736200,1860000,2000000,1804200,7440000,Equipment and machinery,Home,BSABUF11
3858,500052079995,1073925506772570,1520000,2000000,1292000,7600000,Residential Mortgages,Business,BSABUF16
3859,500058017578,1066109205215590,3901000,4700000,2145550,11703000,Fixed Deposit,Education,BSABUF09
3860,500056554150,1056664948494780,3588000,3900000,2368080,17940000,Residential Mortgages,Agriculture,BSABUF14
3861,500057132070,1050621709983990,98000,100000,63700,392000,Fixed Deposit,Home,BSABUF15
